Book_Code,Book_Title,Author,Year_Published,Pages,ID_Peminjaman,Tanggal_Peminjaman,Tanggal_Pengembalian,ID_Anggota Peminjam,Nama_Anggota,Alamat,No.Telepon
501,"The Heart of Emerson's Journals, 1820-75",Ralph Waldo Emerson,1875,338,PB-2023-390,2024-09-05,2023-09-14,124264,Lacee,3 Av,(021) -9987099
157,The Lives of the Great Composers,Harold C. Schonberg,1970,627,PB-2023-391,2024-09-05,2023-09-14,124265,Aryn,Boston Rd,(021) -9987100
1109,The Triumph of Politics,David A. Stockman,1986,411,PB-2023-392,2024-09-05,2023-09-14,124266,Ashlee,Chatterton Avenue,(021) -9987101
814,The Dublin Diary of Stanislaus Joyce,Stanislaus Joyce,1904,114,PB-2023-393,2024-09-05,2023-09-14,124267,Effie,75 Av,(021) -9987102
438,Leviathan,Thomas Hobbes,1651,729,PB-2023-394,2024-09-05,2023-09-14,124268,Ashlen,60 Ln,(021) -9987103
152,Letters to Benvenuta,Rainer Maria Rilke,1914,87,PB-2023-395,2024-09-05,2023-09-14,124269,Marcelle,263 St,(021) -9987104
910,Behavioral Mechanisms in Ecology,Douglass H. Morse,1980,320,PB-2023-396,2024-09-05,2023-09-14,124270,Chicky,Haviland Av,(021) -9987105
1039,The Gilded Age,Mark Twain and Charles Dudley Warner,1873,222,PB-2023-397,2024-09-05,2023-09-14,124271,Kerstin,Metropolitan Avenue,(021) -9987106
340,Conversations with James Joyce,Arthur Power,1974,111,PB-2023-398,2024-09-05,2023-09-14,124272,Lindy,Main St,(021) -9987107
1286,The Use and Abuse of Art,Jacques Barzun,1974,150,PB-2023-399,2024-09-05,2023-09-14,124273,Karita,80 Rd,(021) -9987108
1011,Among the Believers (an Islamic Journey),V.S. Naipaul,1980,430,PB-2023-400,2024-09-05,2023-09-14,124274,Daisy,Scott Av,(021) -9987109
680,Postcards from the Edge,Carrie Fisher,1987,218,PB-2023-401,2024-09-05,2023-09-14,124275,Dalenna,Heathcote Avenue,(021) -9987110
215,Essays,Michel Montaigne,1580,406,PB-2023-402,2024-09-05,2023-09-14,124276,Ingaborg,Hermany Av,(021) -9987111
281,Cities of the Plain,Marcel Proust,1913,378,PB-2023-403,2024-09-05,2023-09-14,124277,Farrand,Burke Av,(021) -9987112
502,The Bourgeois Experience Education of the Senses,Peter Gay,1984,460,PB-2023-404,2024-09-05,2023-09-14,124278,Kalie,E 71 St,(021) -9987113
226,The Ego and the Id,Sigmund Freud,1923,49,PB-2023-405,2024-09-05,2023-09-14,124279,Edeline,Klondike Av,(021) -9987114
941,"Imperialism, The Highest Stage of Capitalism",V.I. Lenin,1916,128,PB-2023-406,2024-09-05,2023-09-14,124280,Mattie,Dorothy St,(021) -9987115
1167,Lonesome Dove,Larry McMurtry,1985,945,PB-2023-407,2024-09-05,2023-09-14,124281,Cordey,E 178 St,(021) -9987116
959,Between Meals,A.J. Liebling,1959,185,PB-2023-408,2024-09-05,2023-09-14,124282,Murielle,48 Av,(021) -9987117
391,Radio in the Television Age,Peter Fornatale & Joshua E. Mills,1980,196,PB-2023-409,2024-09-05,2023-09-14,124283,Arlyne,McGraw Av,(021) -9987118
1052,Einstein's Monsters,Martin Amis,1987,149,PB-2023-410,2024-09-05,2023-09-14,124284,Love,Creston Av,(021) -9987119
199,Arctic Dreams,Barry Lopez,1986,372,PB-2023-411,2024-09-05,2023-09-14,124285,Enrika,East Dr,(021) -9987120
197,The Golden Notebook,Doris Lessing,1962,666,PB-2023-412,2024-09-05,2023-09-14,124286,Atalanta,172 St,(021) -9987121
1122,"The Practical Cogitator, The Thinker's Anthology",Various,1945,644,PB-2023-413,2024-09-05,2023-09-14,124287,Karina,Blackrock Avenue,(021) -9987122
684,Jurgen,James Branch Cabell,1919,368,PB-2023-414,2024-09-05,2023-09-14,124288,Gui,Boston Rd,(021) -9987123
507,Deutschland,Heinrich Heine,1843,100,PB-2023-415,2024-09-05,2023-09-14,124289,Alvera,Foch Av,(021) -9987124
112,"Jews, God and History",Max I. Dimont,1962,371,PB-2023-416,2024-09-05,2023-09-14,124290,Aidan,Boston Rd,(021) -9987125
174,An Introduction to American Literature,Jorge Luis Borges,1967,90,PB-2023-417,2024-09-05,2023-09-14,124291,Eran,Halsey St,(021) -9987126
1001,The Travels,Marco Polo,1298,345,PB-2023-418,2024-09-05,2023-09-14,124292,Maude,Dewhurst St,(021) -9987127
460,Discourse on Thinking,Martin Heidegger,1955,90,PB-2023-419,2024-09-05,2023-09-14,124293,Nanice,Crotona Pkwy,(021) -9987128
1018,The Culture of Ancient Egypt,John A. Wilson,1951,318,PB-2023-420,2024-09-05,2023-09-14,124294,Christen,Naughton Av,(021) -9987129
580,Rameau's Nephew,Denis Diderot,1761,125,PB-2023-421,2024-09-05,2023-09-14,124295,Carmella,Metropolitan Avenue,(021) -9987130
992,Just So Stories,Rudyard Kipling,1902,158,PB-2023-422,2024-09-05,2023-09-14,124296,Isa,Waterbury Avenue,(021) -9987131
821,Elements of Acoustic Phonetics,Peter Ladefoged,1962,108,PB-2023-423,2024-09-05,2023-09-14,124297,Henrietta,Mason Av,(021) -9987132
926,A Nietzsche Reader,Friedrich Nietzche,1880,284,PB-2023-424,2024-09-05,2023-09-14,124298,Feliza,Arthur Av,(021) -9987133
841,Mansfield Park,Jane Austen,1814,464,PB-2023-425,2024-09-05,2023-09-14,124299,Billi,Harry Van Arsdale Jr Av,(021) -9987134
990,The Two Cultures & A Second Look,C.P. Snow,1964,100,PB-2023-426,2024-09-05,2023-09-14,124300,Andromache,Crotona Park North,(021) -9987135
251,Life on the Mississippi,Mark Twain,1882,352,PB-2023-427,2024-09-05,2023-09-14,124301,Lizette,Oakville St,(021) -9987136
265,Game Plan,Zbigniew Brzezinski,1986,273,PB-2023-428,2024-09-05,2023-09-14,124302,Kelcey,Douglaston Parkway,(021) -9987137
386,Ursule Mirouet,Honoré de Balzac,1841,266,PB-2023-429,2024-09-05,2023-09-14,124303,Agace,Putnam Av,(021) -9987138
166,The Penguin Atlas of Ancient History,Celia McEvedy,1967,92,PB-2023-430,2024-09-05,2023-09-14,124304,Marika,Harold Av,(021) -9987139
735,The Classic Slum,Robert Roberts,1971,238,PB-2023-431,2024-09-05,2023-09-14,124305,Darci,Edgewater Street,(021) -9987140
762,Break of Day,Colette,1928,117,PB-2023-432,2024-09-05,2023-09-14,124306,Evangeline,Castle Hill Avenue,(021) -9987141
94,Man's Fate,André Malraux,1934,338,PB-2023-433,2024-09-05,2023-09-14,124307,Clemence,W 13 St,(021) -9987142
390,Andromache,Jean Racine,1672,111,PB-2023-434,2024-09-05,2023-09-14,124308,Aurel,64 St,(021) -9987143
1174,Getting to Yes,"Roger Fisher, William Ury",1981,154,PB-2023-435,2024-09-05,2023-09-14,124309,Charlena,B 131 St,(021) -9987144
407,Language and Myth,Ernst Cassirer,1946,99,PB-2023-436,2024-09-05,2023-09-14,124310,Brier,Linden Blvd,(021) -9987145
1294,Perestroika,Mikhail Gorbachev,1987,254,PB-2023-437,2024-09-05,2023-09-14,124311,Angil,Manor Rd,(021) -9987146
73,The Essential Talmud,Adin Steinsaltz,1976,275,PB-2023-438,2024-09-05,2023-09-14,124312,Essie,Wyckoff Av,(021) -9987147
820,A Midsummer Night's Dream,William Shakespeare,1600,256,PB-2023-439,2024-09-05,2023-09-14,124313,Dulsea,Cypress Av,(021) -9987148
99,Letters on England,Voltaire,1733,145,PB-2023-440,2024-09-05,2023-09-14,124314,Gilbertine,Fields Av,(021) -9987149
587,The Bonfire of the Vanities,Tom Wolfe,1987,659,PB-2023-441,2024-09-05,2023-09-14,124315,Krissy,111 Av,(021) -9987150
550,Beowulf,Beowulf Poet,800,115,PB-2023-442,2024-09-05,2023-09-14,124323,Allissa,Cypress Av,(021) -9987151
128,The Inimitable Jeeves,P.G. Wodehouse,1924,224,PB-2023-443,2024-09-05,2023-09-14,124317,Cher,178 St,(021) -9987152
701,Singers and the Song,Gene Lees,1987,257,PB-2023-444,2024-04-01,2023-09-14,124318,Dorita,University Place,(021) -9987153
917,Tom Sawyer Abroad and Tom Sawyer Detective,Mark Twain,1896,211,PB-2023-445,2024-04-02,2023-09-14,124319,Agnese,Boston Rd,(021) -9987154
462,Notes from the Underground,Fyodor Dostoevsky,1864,158,PB-2023-446,2024-04-03,2023-09-14,124320,Margalo,Park Avenue South,(021) -9987155
65,The Solace of Open Spaces,Gretel Ehrlich,1985,131,PB-2023-447,2024-04-04,2023-09-14,124321,Cara,Cross Bronx Expressway,(021) -9987156
522,Joseph Andrews,Henry Fielding,1742,298,PB-2023-448,2024-04-05,2023-09-14,124322,Cecile,W 13 St,(021) -9987157
1075,"The Later Middle Ages, 1272--1485",George Holmes,1962,260,PB-2023-449,2024-04-06,2023-09-14,124316,Eryn,Yankee Mall,(021) -9987158
541,"The F.B.I. and Martin Luther King, Jr.",David J. Garrow,1981,227,PB-2023-450,2024-04-07,2023-09-14,124324,Ann-Mari,Noble St,(021) -9987159
789,Middlemarch,George Eliot,1872,908,PB-2023-451,2024-04-08,2023-09-14,124325,Gayleen,E 184 St,(021) -9987160
823,The 42nd Parallel,John Dos Passos,1930,414,PB-2023-452,2024-04-09,2023-09-14,124326,Janette,Beverly Rd,(021) -9987161
725,The Vinland Sagas,Anonymous,1250,105,PB-2023-453,2024-04-10,2023-09-14,124327,Dyanne,1 Av,(021) -9987162
1021,Money and Politics in the United States,"Michael J. Malbin, ed.",1984,270,PB-2023-454,2024-04-11,2023-09-14,124328,Calley,69 Av,(021) -9987163
308,For the Record,Donald T. Regan,1988,379,PB-2023-455,2024-04-12,2023-09-14,124329,Horatia,E 178 St,(021) -9987164
200,The Autobiography and other writings,Benjamin Franklin,1790,260,PB-2023-456,2024-04-13,2023-09-14,124330,Eleanor,262 St,(021) -9987165
578,A Life,Elia Kazan,1988,825,PB-2023-457,2024-04-14,2023-09-14,124331,Maggie,171 St,(021) -9987166
1000,The Oregon Trail,Francis Parkman,1849,286,PB-2023-458,2024-04-15,2023-09-14,124332,Megan,1 Av,(021) -9987167
779,The Art of Literature,Arthur Schopenhauer,1841,149,PB-2023-459,2024-04-16,2023-09-14,124333,Cindi,Forest Hill Road,(021) -9987168
1151,November,Gustave Flaubert,1842,132,PB-2023-460,2024-04-17,2023-09-14,124334,Linn,Riverside Drive,(021) -9987169
564,Sidelights on Relativity,Albert Einstein,1921,56,PB-2023-461,2024-04-18,2023-09-14,124335,Lavina,Parker St,(021) -9987170
679,The Analects,Confucius,1886,160,PB-2023-462,2024-04-19,2023-09-14,124336,Kristien,E 178 St,(021) -9987171
1297,The Lake,Yasunari Kawabata,1954,160,PB-2023-463,2024-04-20,2023-09-14,124337,Jany,East Dr,(021) -9987172
1210,On Reading,Marcel Proust,1905,67,PB-2023-464,2024-04-21,2023-09-14,124338,Marta,Rockaway Boulevard,(021) -9987173
454,"""The Paranoid Style in American Politics and Other Essays""",Richard Hofstadter,1965,315,PB-2023-465,2024-04-22,2023-09-14,124339,Lacie,Harry Van Arsdale Jr Av,(021) -9987174
873,The Poet's Work,collected,1977,294,PB-2023-466,2024-04-23,2023-09-14,124340,Joye,Silver St,(021) -9987175
1100,Epistulae Morales vol. 1,Seneca,1886,229,PB-2023-467,2024-04-24,2023-09-14,124341,Lisbeth,255 St,(021) -9987176
412,The Portable Nabokov,Vladimir Nabokov,1968,536,PB-2023-468,2024-04-25,2023-09-14,124342,Carlie,Benedict Av,(021) -9987177
178,Quarrels that have Shaped the Constitution,Various,1962,268,PB-2023-469,2024-04-26,2023-09-14,124343,Erina,69 Av,(021) -9987178
979,A Word or Two Before You Go,Jacques Barzun,1986,177,PB-2023-470,2024-04-27,2023-09-14,124344,Leandra,Harold St,(021) -9987179
1176,Framely Parsonage,Anthony Trollope,1860,563,PB-2023-471,2024-04-28,2023-09-14,124345,Mureil,Grandview Avenue,(021) -9987180
347,Metamorphoses,Ovid,1870,357,PB-2023-472,2024-04-29,2023-09-14,124346,Cathie,Myrtle Av,(021) -9987181
1121,Third World Politics,Christopher Clapham,1985,186,PB-2023-473,2024-04-30,2023-09-14,124347,Annmarie,E 68 St,(021) -9987182
717,The Risk Pool,Richard Russo,1988,479,PB-2023-474,2024-09-05,2023-09-14,124348,Bonnee,Harman St,(021) -9987183
373,Bleak House,Charles Dickens,1853,975,PB-2023-475,2024-09-05,2023-09-14,124349,Mandie,Williamsbridge Road,(021) -9987184
848,Ancient and Classical Art,P.P. Xahane,1967,200,PB-2023-476,2024-09-05,2023-09-14,124350,Eda,3 Av,(021) -9987185
490,Paris Spleen,Charles Baudelaire,1869,108,PB-2023-477,2024-09-05,2023-09-14,124351,Anabel,E 178 St,(021) -9987186
1253,O Pioneers!,Willa Cather,1913,309,PB-2023-478,2024-09-05,2023-09-14,124352,Myrta,62 St,(021) -9987187
916,The Late Bourgeois World,Nadine Gordimer,1966,95,PB-2023-479,2024-09-05,2023-09-14,124353,Kizzee,188 St,(021) -9987188
647,"The Life of Birds, vol. 2",Jean Corst,1971,338,PB-2023-480,2024-09-05,2023-09-14,124354,Idalina,Crotona Av,(021) -9987189
268,Philosophical Dictionary,Voltaire,1764,400,PB-2023-481,2024-09-05,2023-09-14,124355,Diana,Grand Concourse,(021) -9987190
718,Europe Unfolding 1648-1688,John Stoye,1969,399,PB-2023-482,2024-09-05,2023-09-14,124356,Chelsie,Fuller St,(021) -9987191
977,Billy Bathgate,E.L. Doctorow,1989,323,PB-2023-483,2024-09-05,2023-09-14,124357,Francesca,Clover Pl,(021) -9987192
479,Bernini,Howard Hibbard,1965,229,PB-2023-484,2024-09-05,2023-09-14,124358,Adara,St Felix Av,(021) -9987193
1260,Fundamentals of Buddhism,Yasuji Kirimura,1977,210,PB-2023-485,2024-09-05,2023-09-14,124359,Elfie,McGraw Av,(021) -9987194
1,Poetry and Mathematics,Scott Buchanan,1929,156,PB-2023-486,2024-09-05,2023-09-14,124360,Fiorenze,Roosevelt Avenue,(021) -9987195
736,Lincoln,Gore Vidal,1984,657,PB-2023-487,2024-09-05,2023-09-14,124361,Marcella,Marmion Av,(021) -9987196
737,Love in the Time of Cholera,Gabriel Garcia Marquez,1988,348,PB-2023-488,2024-09-05,2023-09-14,124362,Dale,Madison St,(021) -9987197
381,The Bible,Bible,1488,520,PB-2023-489,2024-09-05,2023-09-14,124363,Eugenie,Cooper Av,(021) -9987198
705,Nora - The Real Life of Molly Bloom,Brenda Maddox,1988,381,PB-2023-490,2024-09-05,2023-09-14,124364,Joice,E 13 St,(021) -9987199
121,Paradise Lost,John Milton,1667,339,PB-2023-491,2024-09-05,2023-09-14,124365,Luana,Boston Rd,(021) -9987200
993,Epitaph for Kings,Sanche de Gramont,1969,428,PB-2023-492,2024-09-05,2023-09-14,124366,Jacklyn,168 St,(021) -9987201
971,A Brief History of Time,Stephen W. Hawking,1988,182,PB-2023-493,2024-09-05,2023-09-14,124367,Erena,East Fordham Road,(021) -9987202
329,The Necessary Angel,Wallace Stevens,1951,176,PB-2023-494,2024-09-05,2023-09-14,124368,Dionne,Waring Av,(021) -9987203
489,The Portable Greek Reader,edited by W.H. Auden,1948,726,PB-2023-495,2024-09-05,2023-09-14,124369,Kailey,Marne Pl,(021) -9987204
616,The Wild Ass's Skin,Honoré de Balzac,1831,285,PB-2023-496,2024-09-05,2023-09-14,124370,Diann,Fanning St,(021) -9987205
1035,Manners from Heaven,Quentin Crisp,1984,138,PB-2023-497,2024-09-05,2023-09-14,124371,Margareta,Crotona Av,(021) -9987206
270,Civilization and Its Discontents,Sigmund Freud,1930,104,PB-2023-498,2024-09-05,2023-09-14,124372,Hedwig,Fields Av,(021) -9987207
397,The Other America,Michael Harrington,1962,221,PB-2023-499,2024-09-05,2023-09-14,124373,Catharine,Jewel Av,(021) -9987208
123,Still Water - Prose Poems,Art Garfunkel,1989,119,PB-2023-500,2024-09-05,2023-09-14,124374,Glynda,Boston Rd,(021) -9987209
1199,Art and Beauty in the Middle Ages,Umberto Eco,1959,119,PB-2023-501,2024-09-05,2023-09-14,124375,Jena,Fairmount Place,(021) -9987210
315,The Fiancée and other stories,Anton Chekhov,1890,232,PB-2023-502,2024-09-05,2023-09-14,124376,Dyana,2 Av,(021) -9987211
280,An American Tragedy,Theodore Dreiser,1925,828,PB-2023-503,2024-09-05,2023-09-14,124377,Bertha,E 187 St,(021) -9987212
167,Guidelines to Faith,Santoru Izumi,1980,160,PB-2023-504,2024-09-05,2023-09-14,124378,Bill,Private Danny Chen Way,(021) -9987213
860,Travels with a Donkey,Robert Louis Stevenson,1879,126,PB-2023-505,2024-09-05,2023-09-14,124379,Fidelity,Boston Rd,(021) -9987214
796,The Double Helix,James D. Watson,1968,231,PB-2023-506,2024-09-05,2023-09-14,124380,Marena,Red Oak Dr,(021) -9987215
368,Manufacturing Consent,"Noam Chomsky, Edward S. Herman",1988,291,PB-2023-507,2024-09-05,2023-09-14,124381,Elsbeth,Harry Van Arsdale Jr Av,(021) -9987216
1154,An Autobiography,Anthony Trollope,1883,367,PB-2023-508,2024-09-05,2023-09-14,124382,Arda,W 69 St,(021) -9987217
1068,The Power of Myth,Joseph Campbell (with Bill Moyers),1988,231,PB-2023-509,2024-09-05,2023-09-14,124383,Corella,Waterloo Pl,(021) -9987218
1233,Quiet Days in Clichy,Henry Miller,1940,154,PB-2023-510,2024-09-05,2023-09-14,124384,Lotte,212 St,(021) -9987219
699,The Penguin Atlas of Modern History (to 1815),Colin McEvedy,1972,90,PB-2023-511,2024-09-05,2023-09-14,124385,Amabelle,12 St,(021) -9987220
126,Stuart England,J.P. Kenyon,1978,355,PB-2023-512,2024-09-05,2023-09-14,124386,Adriaens,Hermany Av,(021) -9987221
6,The History of Sexuality vol. 1: An Introduction,Michel Foucault,1976,159,PB-2023-513,2024-09-05,2023-09-14,124387,Barb,Edson Av,(021) -9987222
645,Contemporary Writers,Virginia Woolf,1920,160,PB-2023-514,2024-09-05,2023-09-14,124388,Elyssa,187 St,(021) -9987223
118,"""Henry V""",William Shakespeare,1599,123,PB-2023-515,2024-09-05,2023-09-14,124389,Evangelia,St Felix Av,(021) -9987224
585,Lost Illusions,Honoré de Balzac,1843,682,PB-2023-516,2024-09-05,2023-09-14,124390,Ferdinanda,E 178 St,(021) -9987225
966,Great Plains,Ian Frazier,1989,214,PB-2023-517,2024-09-05,2023-09-14,124391,Abbi,East Tremont Avenue,(021) -9987226
521,Tales from the Thousand and One Nights,Anonymous,1850,407,PB-2023-518,2024-09-05,2023-09-14,124392,Arden,50 Av,(021) -9987227
1140,Interview With the Vampire,Anne Rice,1976,346,PB-2023-519,2024-09-05,2023-09-14,124393,Gabbi,Myrtle Av,(021) -9987228
452,The Cost of Good Intentions,Charles R. Morris,1980,240,PB-2023-520,2024-09-05,2023-09-14,124394,Marris,78 Av,(021) -9987229
809,The Portable Renaissance Reader,Various,1500,754,PB-2023-521,2024-09-05,2023-09-14,124395,Ailey,Harold St,(021) -9987230
600,Bohemian Paris,Jerrold Seigel,1986,397,PB-2023-522,2024-09-05,2023-09-14,124396,Kara-Lynn,Cypress Av,(021) -9987231
402,A Connoisseur's Guide to the Met,"Paul Magriel, John T. Spike",1987,235,PB-2023-523,2024-09-05,2023-09-14,124397,Andria,60 Av,(021) -9987232
532,The Innocents Abroad,Mark Twain,1867,492,PB-2023-524,2024-09-05,2023-09-14,124398,Meriel,E 63 St,(021) -9987233
1079,The Bell Jar,Sylvia Plath,1963,216,PB-2023-525,2024-09-05,2023-09-14,124399,Dierdre,Madison Av,(021)-89987234/(+62)-89987234
597,Men at Work,George F. Will,1990,330,PB-2023-526,2024-09-05,2023-09-14,124400,Bridie,208 St,(021) -9987235
948,Mythology,Edith Hamilton,1940,321,PB-2023-527,2024-09-05,2023-09-14,124401,Gusti,E 187 St,(021) -9987236
306,A Moveable Feast,Ernest Hemingway,1960,211,PB-2023-528,2024-09-05,2023-09-14,124402,Alvinia,Cabot Rd,(021) -9987237
486,Ethan Frome,Edith Wharton,1911,133,PB-2023-529,2024-09-05,2023-09-14,124403,Daryl,Boston Rd,(021) -9987238
660,The Trial of Socrates,J.F. Stone,1988,230,PB-2023-530,2024-09-05,2023-09-14,124404,Blaire,38 Av,(021) -9987239
853,Peoples and Cultures of the Middle East,"Daniel Bates, Amal Rassam",1983,283,PB-2023-531,2024-09-05,2023-09-14,124405,Lynnett,Metropolitan Avenue,(021) -9987240
1072,"""The Knights,"" ""Peace,"" ""The Birds,"" ""Wealth""",Aristophanes,1886,285,PB-2023-532,2024-09-05,2023-09-14,124406,Loralie,Vyse Av,(021) -9987241
204,The Histories,Tacitus,1886,287,PB-2023-533,2024-09-05,2023-09-14,124407,Goldy,12 St,(021) -9987242
638,Surrender the Pink,Carrie Fisher,1990,281,PB-2023-534,2024-09-05,2023-09-14,124408,Mirabelle,Canal St,(021) -9987243
242,Rising from the Plains,John McPhee,1986,214,PB-2023-535,2024-09-05,2023-09-14,124409,Mallorie,3 Av,(021) -9987244
773,The Lifted Veil,George Eliot,1879,91,PB-2023-536,2024-09-05,2023-09-14,124410,Mel,Glen St,(021) -9987245
277,The Magic Mountain,Thomas Mann,1927,716,PB-2023-537,2024-09-05,2023-09-14,124411,Daniel,Bowne St,(021) -9987246
1048,Hit Men,Fredric Dannen,1990,327,PB-2023-538,2024-09-05,2023-09-14,124412,Helen-Elizabeth,Gates Av,(021) -9987247
1228,The Koran,The Koran,1886,435,PB-2023-539,2024-09-05,2023-09-14,124413,Floria,2 Av,(021) -9987248
1217,The Human Agenda,Roderic Gorney,1968,575,PB-2023-540,2024-09-05,2023-09-14,124414,Ertha,Myrtle Av,(021) -9987249
1179,The History of Henry Esmond,William Thackeray,1852,513,PB-2023-541,2024-09-05,2023-09-14,124415,Hellene,Pugsley Av,(021) -9987250
195,Silent Spring,Rachel Carlson,1962,297,PB-2023-542,2024-09-05,2023-09-14,124416,Coreen,Lava St,(021) -9987251
863,It Would Be So Nice If You Weren't Here,Charles Grodin,1989,308,PB-2023-543,2024-09-05,2023-09-14,124417,Marylin,Washington Street,(021) -9987252
420,The Story of Civilization VIII:,Will and Ariel Durant,1963,74,PB-2023-544,2024-09-05,2023-09-14,124418,Caren,Grosvenor Street,(021) -9987253
878,The Story of Civilization VIII: The Age of Louis XIV,Will and Ariel Durant,1963,74,PB-2023-545,2024-09-05,2023-09-14,124419,Kee,206 St,(021) -9987254
52,Coming of Age in Samoa,Margaret Mead,1928,197,PB-2023-546,2024-09-05,2023-09-14,124420,Goldia,Vyse Av,(021) -9987255
264,From Beirut to Jerusalem,Thomas L. Friedman,1989,525,PB-2023-547,2024-09-05,2023-09-14,124421,Danica,Manor Rd,(021) -9987256
38,Jamaica Inn,Daphne du Maurier,1936,247,PB-2023-548,2024-09-05,2023-09-14,124422,Caryl,Cross Bronx Expressway,(021) -9987257
942,The Creative Family,Daisaku Ikeda,1977,159,PB-2023-549,2024-09-05,2023-09-14,124423,Gwyn,3 Av,(021) -9987258
76,The Meditations,Marcus Aurelius,1886,129,PB-2023-550,2024-09-05,2023-09-14,124424,Nance,Zerega Av,(021) -9987259
285,Ceremonial Chemistry,Thomas Szasz,1974,170,PB-2023-551,2024-09-05,2023-09-14,124425,Glenn,Forest Av,(021) -9987260
1251,The Captive,Marcel Proust,1921,289,PB-2023-552,2024-09-05,2023-09-14,124426,Marsha,E 176 St,(021) -9987261
433,Under the Greenwood Tree,Thomas Hardy,1872,241,PB-2023-553,2024-09-05,2023-09-14,124427,Jaimie,Wyckoff Av,(021) -9987262
612,Darkness at Noon,Arthur Koestler,1940,216,PB-2023-554,2024-09-05,2023-09-14,124428,Christy,251 St,(021) -9987263
289,Eros and Civilization,Herbert Marcuse,1955,274,PB-2023-555,2024-09-05,2023-09-14,124429,Leorah,20 Rd,(021) -9987264
664,The Two German States and European Security,edited by F. Stephen Larrabee,1988,307,PB-2023-556,2024-09-05,2023-09-14,124430,Elladine,Harold St,(021) -9987265
844,"Feudal Society, vol. 2",Marc Bloch,1961,170,PB-2023-557,2024-09-05,2023-09-14,124431,Amandy,Waterbury Avenue,(021) -9987266
576,The Mambo Kings Play Songs of Love,Oscar Hijuelos,1989,407,PB-2023-558,2024-09-05,2023-09-14,124432,Mariellen,Loomis St,(021) -9987267
575,Dalva,Jim Harrison,1988,324,PB-2023-559,2024-09-05,2023-09-14,124433,Biddy,Watson Av,(021) -9987268
30,Barbarian Sentiments,William Pfaff,1989,189,PB-2023-560,2024-09-05,2023-09-14,124434,Arlinda,21 St,(021) -9987269
1087,The Princess of Cleves,Madame de Lafayette,1678,168,PB-2023-561,2024-09-05,2023-09-14,124435,Elsey,Clinton Av,(021) -9987270
628,"Rabbit, Run",John Updike,1960,249,PB-2023-562,2024-09-05,2023-09-14,124436,Floris,Bryant Av,(021) -9987271
241,Bad,Paul Fussell,1991,201,PB-2023-563,2024-09-05,2023-09-14,124437,Nanette,66 Av,(021) -9987272
930,The Confessions of Nat Turner,William Styron,1966,429,PB-2023-564,2024-09-05,2023-09-14,124438,Ardyce,Marion Av,(021) -9987273
1076,The Future of an Illusion,Sigmund Freud,1927,81,PB-2023-565,2024-09-05,2023-09-14,124439,Charil,W 31 St,(021) -9987274
1319,England in the Late Middle Ages,A.R. Myers,1952,262,PB-2023-566,2024-09-05,2023-09-14,124440,Melody,Riverside Drive,(021) -9987275
1200,The Making of Urban Europe 1000--1950,"Paul Hohenberg, Lynn Hollen Lees",1985,340,PB-2023-567,2024-09-05,2023-09-14,124441,Meggy,Chatterton Avenue,(021) -9987276
1231,The Notebooks of Leonardo Da Vinci,Leonardo Da Vinci,1490,392,PB-2023-568,2024-09-05,2023-09-14,124442,Franky,Ricard St,(021) -9987277
831,Simon and Garfunkel,"Joseph Morella, Patricia Barey",1991,252,PB-2023-569,2024-09-05,2023-09-14,124443,Amber,E 22 St,(021) -9987278
132,The Art of War,Sun Tzu,1670,149,PB-2023-570,2024-09-05,2023-09-14,124444,Linzy,Zerega Av,(021) -9987279
721,Rebuilding Russia,Aleksandr Solzhenitsyn,1990,106,PB-2023-571,2024-09-05,2023-09-14,124445,Catrina,82 St,(021) -9987280
84,A Short History of the World,H.G. Wells,1922,357,PB-2023-572,2024-09-05,2023-09-14,124446,Minna,Zerega Av,(021) -9987281
424,The Scarlet Pimpernel,Baroness Orczy,1905,248,PB-2023-573,2024-09-05,2023-09-14,124447,Carmelina,Pugsley Av,(021) -9987282
1182,The Vintage Mencken,H.L. Mencken,1933,246,PB-2023-574,2024-09-05,2023-09-14,124448,Ilysa,Marmion Av,(021) -9987283
1130,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,1886,114,PB-2023-575,2024-09-05,2023-09-14,124449,Charis,Bay St,(021) -9987284
12,The Truly Disadvantaged,William Julius Wilson,1987,164,PB-2023-576,2024-09-05,2023-09-14,124450,Daphene,1 Av,(021) -9987285
237,The Sermon on the Mount according to Vendanta,Swami Prabhavananda,1963,126,PB-2023-577,2024-09-05,2023-09-14,124451,Cassi,Gates Av,(021) -9987286
1006,An Outline of Psycho-Analysis,Sigmund Freud,1938,64,PB-2023-578,2024-09-05,2023-09-14,124452,Gretal,69 Av,(021) -9987287
1258,The Narrative of Arthur Gordon Pym,Edgar Allan Poe,1938,220,PB-2023-579,2024-09-05,2023-09-14,124453,Keeley,Cody Av,(021) -9987288
414,The Art of Courtly Love,Andreas Capellanus,1180,59,PB-2023-580,2024-09-05,2023-09-14,124454,Elysha,Hett Av,(021) -9987289
571,The Sound and the Fury,William Faulkner,1931,284,PB-2023-581,2024-09-05,2023-09-14,124455,Gay,Grace Av,(021) -9987290
583,The House of the Seven Gables,Nathaniel Hawthorne,1851,245,PB-2023-582,2024-09-05,2023-09-14,124456,JoAnn,Castle Hill Avenue,(021) -9987291
